,AVG-W2V_aimed_sentence,AVG-W2V_aimed_field,AVG-W2V_similarity,stud_field,stud_sentence,IDStud,IDClass,Category,Accuracy_score,Code,Fieldname
359,learn to read and play music,Field1_en,0.6715525984764099,1,you make music,17I2F3TT1,3TT1,Muziek,0,c,1
360,learn to read and play music,Field1_en,0.48447781801223755,1,Learning notes,17I5FH3E,H3E,Muziek,0,c,1
361,learn to read and play music,Field1_en,0.7680638432502747,1,Play music,17I6FH3C,H3C,Muziek,0,c,1
362,learn to read and play music,Field1_en,0.5354779362678528,1,Making music makes you smarter,20I2F3VA,3VA,Muziek,0,c,1
363,learn to read and play music,Field1_en,0.5197823643684387,1,Music is good for the brains,20I3F2VB,2VB,Muziek,0,c,1
364,learn to read and play music,Field1_en,0.5747795104980469,1,By listening to music,20I3FH3C,H3C,Muziek,0,c,1
365,learn to read and play music,Field1_en,0.6993135809898376,1,Listen to music,20I6FG3,G3,Muziek,0,c,1
366,learn to read and play music,Field1_en,0.4903782308101654,1,Music is healthy,20I6FH3D,H3D,Muziek,0,c,1
367,learn to read and play music,Field1_en,0.5782320499420166,1,Music makes you smarter,23I2FH3C,H3C,Muziek,0,c,1
368,learn to read and play music,Field1_en,0.7273499965667725,1,You listen music,26I2FH3D,H3D,Muziek,0,c,1
369,learn to read and play music,Field1_en,0.5774537920951843,1,sheet music reading is complicated,2I6F3A1,3A1,Muziek,0,c,1
370,learn to read and play music,Field1_en,0.6993135809898376,1,listen to music,4I2O3G2,3G2,Muziek,0,c,1
371,learn to read and play music,Field1_en,0.6045628786087036,1,You need to convert notes in music,5I1OH3C,H3C,Muziek,0,c,1
372,learn to read and play music,Field1_en,0.7272580862045288,1,When playing music you play different notes,5I3OG3,G3,Muziek,0,c,1
373,learn to read and play music,Field1_en,0.48998498916625977,1,Music makes connections,5I5F3A3,3A3,Muziek,0,c,1
374,learn to read and play music,Field1_en,0.6456106901168823,1,by listening music you become smarter,5I6F2VB,2VB,Muziek,0,c,1
375,learn to read and play music,Field1_en,0.5782320499420166,1,Music makes you smarter,8I1FH3B,H3B,Muziek,0,c,1
376,learn to read and play music,Field1_en,0.6565667986869812,1,early learning music,8I3F2VB,2VB,Muziek,0,c,1
377,learn to read and play music,Field1_en,0.6757230162620544,1,Playing music can help,8I5F3A1,3A1,Muziek,0,c,1
378,learn to read and play music,Field1_en,0.4516993761062622,1,music trains the brain,8I5F3TT1,3TT1,Muziek,0,c,1
379,Suez canal dug,Field4_en,0.8142703771591187,1,Suez canal has been dug,12I4FHC3,HC3,Suez,4,g,1
380,Suez canal dug,Field4_en,0.9318942427635193,1,Suez Canal is dug,13I5FHC3,HC3,Suez,4,g,1
381,Ships make long trip around African continent,Field2_en,0.43323710560798645,1,The trade route from Jeddah to Rotterdam last,11I4FA3,A3,Suez,3,g,1
382,No natural connection Western Indian Ocean,Field1_en,0.6696783900260925,1,Distance Atlantic and Indian Ocean last,20I3FH3C,H3C,Suez,3,g,1
383,Shorter waterway needed,Field3_en,0.4145628809928894,1,for long distance,20I5FH3E,H3E,Suez,3,g,1
384,Ships make long trip around African continent,Field2_en,0.22871868312358856,1,To Jeddah to R'dam was very to,20I6FH3D,H3D,Suez,3,g,1
385,No natural connection Western Indian Ocean,Field1_en,0.6586704254150391,1,merchantmen to sail far from the Atlantic to the Indian Ocean,26I1FV3D,V3D,Suez,3,g,1
386,Ships make long trip around African continent,Field2_en,0.5257607102394104,1,The distance between Eu and USA is too big,32I3FH3E,H3E,Suez,3,g,1
387,Ships make long trip around African continent,Field2_en,0.38658902049064636,1,Distance Jeddah Rotterdam too big,8I5FH3C,H3C,Suez,3,g,1
388,Ships make long trip around African continent,Field2_en,0.6255046725273132,1,The distance between Jeddah port and ports in Europe were long,9I1FHC3,HC3,Suez,3,g,1
389,Ships make long trip around African continent,Field2_en,0.532482385635376,1,arika ships had to go ahead because it was the only passage,11I3F3GA1,3GA1,Suez,2,g,1
390,Ships make long trip around African continent,Field2_en,0.5976541042327881,1,You had to go all the way to Africa to Jeddah,11I5FG3,G3,Suez,2,g,1
391,Ships make long trip around African continent,Field2_en,0.6819197535514832,1,Since you used all had to sail around Africa to reach Jeddah them,11I6FV3D,V3D,Suez,2,g,1
392,Ships make long trip around African continent,Field2_en,0.6261191368103027,1,Previously you had to sail back to Africa and forests people no longer,14I4FG3,G3,Suez,2,g,1
393,Ships make long trip around African continent,Field2_en,0.5683829188346863,1,There must be around Africa hazards,1I4O3GA1,3GA1,Suez,2,g,1
394,Ships make long trip around African continent,Field2_en,0.7468517422676086,1,Ships must first sail around the whole of Africa,20I1FA3A,A3A,Suez,2,g,1
395,Ships make long trip around African continent,Field2_en,0.7475956678390503,1,Ships had to sail around the whole of Africa,29I1F3AB,3AB,Suez,2,g,1
396,Ships make long trip around African continent,Field2_en,0.6237046718597412,1,around to the other side you had to come to Africa,4I2O3G2,3G2,Suez,2,g,1
397,Ships make long trip around African continent,Field2_en,0.6795386672019958,1,The journey of the Indian Ocean to middellanse sea and the Atlantic ocean was great because they had to go all the way under Africa,8I2O3AB,3AB,Suez,2,g,1
398,Ships make long trip around African continent,Field2_en,0.6927180290222168,1,The shipping route from Rotterdam to India was long. Mest all around Africa.,8I6FH3E,H3E,Suez,2,g,1
399,No natural connection Western Indian Ocean,Field1_en,0.6299893260002136,1,no natural bruglarg between Jeddah and Rotterdam,11I2F3TT1,3TT1,Suez,1,g,1
400,No natural connection Western Indian Ocean,Field1_en,0.5658205151557922,1,formerly the Atlantic was not attached to the indian,13I6FA3,A3,Suez,1,g,1
401,No natural connection Western Indian Ocean,Field1_en,0.6984559893608093,1,Between the Indian and Arabian sea is a wilderness,14I5F3AB,3AB,Suez,1,g,1
402,No natural connection Western Indian Ocean,Field1_en,0.7797701358795166,1,No direct eroute between Indian Ocean and Atlantic Ocean,17I3F3AB,3AB,Suez,1,g,1
403,Shorter waterway needed,Field3_en,0.5368840098381042,1,Between two seas canal was not just desert,17I6FV3D,V3D,Suez,1,g,1
404,No natural connection Western Indian Ocean,Field1_en,0.7894287109375,1,There had to be a connection between the Indian Ocean and the Mediterranean Sea,19I5F3AB,3AB,Suez,1,g,1
405,No natural connection Western Indian Ocean,Field1_en,0.8240636587142944,1,There was no connection between Indian and \ '85 ocean,20I6FG3,G3,Suez,1,g,1
406,No natural connection Western Indian Ocean,Field1_en,0.8417708277702332,1,there was no Atlantic-sea connection to the Indian Ocean,26I2FH3D,H3D,Suez,1,g,1
407,No natural connection Western Indian Ocean,Field1_en,0.7085632681846619,1,a desert located between Atlantic Ocean and Indian Ocean,26I3FG3,G3,Suez,1,g,1
408,No natural connection Western Indian Ocean,Field1_en,0.8673437833786011,1,no connection to water between the Mediterranean and Indian ocean,3I2O3A3,3A3,Suez,1,g,1
409,No natural connection Western Indian Ocean,Field1_en,0.7830007076263428,1,No connection between the Indian and Mediterranean,5I3OV3D,V3D,Suez,1,g,1
410,No natural connection Western Indian Ocean,Field1_en,0.8351628184318542,1,No connection between the Atlantic and Indian Ocean,8I3FG3,G3,Suez,1,g,1
411,Shorter waterway needed,Field3_en,0.4255797863006592,1,First water,10I2FHC3,HC3,Suez,0,c,1
412,Shorter waterway needed,Field3_en,0.49786677956581116,1,trade routes too long,10I4F3G2,3G2,Suez,0,c,1
413,Ships make long trip around African continent,Field2_en,0.5298774242401123,1,Europe trade route Jeddah-long,11I1F3G2,3G2,Suez,0,c,1
414,No natural connection Western Indian Ocean,Field1_en,0.706359326839447,1,Atlantic and Indian Ocean unconnected,11I3F3VA,3VA,Suez,0,c,1
415,Ships make long trip around African continent,Field2_en,0.4112219512462616,1,People wanted to conduct trade between Jeddah and Rotterdam,11I4FH3C,H3C,Suez,0,c,1
416,Ships make long trip around African continent,Field2_en,0.6433493494987488,1,because for traders in Africa and Asia \ 'ebb & middle east was difficult to sail the canal was built,11I5F3A1,3A1,Suez,0,c,1
417,Ships make long trip around African continent,Field2_en,0.5692194104194641,1,long road europe jeddah,11I6F2VB,2VB,Suez,0,c,1
418,Ships make long trip around African continent,Field2_en,0.4372023046016693,1,it is an important trade route,12I5FA3,A3,Suez,0,c,1
419,No natural connection Western Indian Ocean,Field1_en,0.7028558254241943,1,desert between Indian and Atlantic Ocean,14I3F3A1,3A1,Suez,0,c,1
420,Ships make long trip around African continent,Field2_en,0.38658902049064636,1,distance jeddah - Rotterdam too big,14I3FA3A,A3A,Suez,0,c,1
421,No natural connection Western Indian Ocean,Field1_en,0.42123377323150635,1,no channel,14I5F3TT1,3TT1,Suez,0,c,1
422,No natural connection Western Indian Ocean,Field1_en,0.8351628184318542,1,no connection between the Atlantic and Indian ocean,15I3F3A3,3A3,Suez,0,c,1
423,Ships make long trip around African continent,Field2_en,0.5550222992897034,1,Trade was important between Europe and Asia \ 'eb,16I1F3G2,3G2,Suez,0,c,1
424,Ships make long trip around African continent,Field2_en,0.5362773537635803,1,sailors wanted to trade with Asia \ 'eb,17I1F3GA1,3GA1,Suez,0,c,1
425,No natural connection Western Indian Ocean,Field1_en,0.527140736579895,1,"Between \ '85oceaan and \ ""no river runs 85oceaan",17I1F3VA,3VA,Suez,0,c,1
426,Shorter waterway needed,Field3_en,0.2873862087726593,1,distance jeddah - Rotterdam last,17I2F3TT1,3TT1,Suez,0,c,1
427,No natural connection Western Indian Ocean,Field1_en,0.8038560152053833,1,Connection between the Indian Ocean and the Mediterranean Sea,17I2FH3D,H3D,Suez,0,c,1
428,Ships make long trip around African continent,Field2_en,0.3391017019748688,1,large distance from jeddah-Rotterdam,17I5FH3E,H3E,Suez,0,c,1
429,Suez canal dug,Field4_en,0.587700605392456,1,between 2 oceane a channel dug,17I6F2VB,2VB,Suez,0,c,1
430,Ships make long trip around African continent,Field2_en,0.3700554668903351,1,many trade,17I6FH3C,H3C,Suez,0,c,1
431,Ships make long trip around African continent,Field2_en,0.3386270999908447,1,one vondt the longitudinal distance,18I4F3GA1,3GA1,Suez,0,c,1
432,Suez canal dug,Field4_en,0.626194417476654,1,completely dug,19I1F3A3,3A3,Suez,0,c,1
433,No natural connection Western Indian Ocean,Field1_en,0.42583945393562317,1,deal desert not convenient,19I4F3GA1,3GA1,Suez,0,c,1
434,Ships make long trip around African continent,Field2_en,0.5326812863349915,1,First ships had 10000+ miles by sea to Rotterdam,20I2F3VA,3VA,Suez,0,c,1
435,No natural connection Western Indian Ocean,Field1_en,0.49735671281814575,1,Desert between two oceans,20I2FV3D,V3D,Suez,0,c,1
436,Ships make long trip around African continent,Field2_en,0.5689257979393005,1,merchant ships from port saudi-arabia \ 'ebb to Europe,20I3FH3A,H3A,Suez,0,c,1
437,Suez canal dug,Field4_en,0.5816266536712646,1,Austrian designer joined the Suez canal,20I4O3A1,3A1,Suez,0,c,1
438,Suez canal dug,Field4_en,0.865546703338623,1,by digging Suez canal,25I5F3A1,3A1,Suez,0,c,1
439,No natural connection Western Indian Ocean,Field1_en,0.6415746212005615,1,no water connection,26I6FA3A,A3A,Suez,0,c,1
440,Ships make long trip around African continent,Field2_en,0.4402081072330475,1,people trading with foreign countries,27I6F3G2,3G2,Suez,0,c,1
441,No natural connection Western Indian Ocean,Field1_en,0.6764564514160156,1,great distance from sea atlantic indian,2I3O2VB,2VB,Suez,0,c,1
442,Ships make long trip around African continent,Field2_en,0.6326361894607544,1,"First, people had long-distance travel through Africa",2I6FH3B,H3B,Suez,0,c,1
443,Ships make long trip around African continent,Field2_en,0.4204798638820648,1,Distance Rotterdam Jeddah-long (approx. 10 000 nautical miles),4I3O3VA,3VA,Suez,0,c,1
444,Ships make long trip around African continent,Field2_en,0.5559017658233643,1,journey through desert for trade,5I1FH3A,H3A,Suez,0,c,1
445,Ships make long trip around African continent,Field2_en,0.5561489462852478,1,distance for ships Jeddah Rotterdam last for desert,5I1OH3B,H3B,Suez,0,c,1
446,Ships make long trip around African continent,Field2_en,0.46910542249679565,1,It took the country to move from one place to another,5I1OH3C,H3C,Suez,0,c,1
447,No natural connection Western Indian Ocean,Field1_en,0.43981409072875977,1,The connection is important because they wanted to trade,5I3OG3,G3,Suez,0,c,1
448,Ships make long trip around African continent,Field2_en,0.5671035051345825,1,"A desert between two great oceans, long detour",5I5F3A3,3A3,Suez,0,c,1
449,Ships make long trip around African continent,Field2_en,0.3741590082645416,1,hard to come away Jeddah Rotterdam,5I6FH3D,H3D,Suez,0,c,1
450,No natural connection Western Indian Ocean,Field1_en,0.6522392630577087,1,Indian Ocean shipping route - Mediterranean long,7I5F3VA,3VA,Suez,0,c,1
451,Shorter waterway needed,Field3_en,0.4893658757209778,1,Long distances and no transport goods by water,8I1FA3,A3,Suez,0,c,1
452,Shorter waterway needed,Field3_en,0.4032978415489197,1,long distance between Jeddah and Rotterdam,8I1FH3B,H3B,Suez,0,c,1
453,Ships make long trip around African continent,Field2_en,0.5132400989532471,1,too much distance between two oceans,8I3F2VB,2VB,Suez,0,c,1
454,Ships make long trip around African continent,Field2_en,0.6940542459487915,1,Ships had to walk long way from asia \ 'eb,8I5F3TT1,3TT1,Suez,0,c,1
455,Ships make long trip around African continent,Field2_en,0.5929152369499207,1,traders europe to asia \ 'ebb and Middle East were away too long,9I3F3A3,3A3,Suez,0,c,1
456,Elevators Bliven hang,Field4_en,0.6397848129272461,2,elevators be greater,8I1FH3B,H3B,Beton,0,c,2
457,Buildings are smaller,Field3_en,0.9999998807907104,2,Are smaller buildings,11I6FH3E,H3E,Beton,3,g,2
458,Concrete dries out,Field2_en,0.46764349937438965,2,KOMO certificate for concrete,20I2F3VA,3VA,Beton,0,c,2
459,Buildings are smaller,Field3_en,0.6573579907417297,2,shrink buildings,20I2FV3D,V3D,Beton,3,g,2
460,Central heating,Field1_en,0.9293094873428345,2,by central heating,20I6FH3D,H3D,Beton,1,g,2
461,Central heating,Field1_en,0.7779488563537598,2,people still use the central heating,27I6F3G2,3G2,Beton,1,g,2
462,Buildings are smaller,Field3_en,0.6212229132652283,2,lower houses / walls,5I1OH3C,H3C,Beton,0,c,2
463,Buildings are smaller,Field3_en,0.6146917939186096,2,big build smaller elevators +,8I1FA3,A3,Beton,0,c,2
464,Buildings are smaller,Field3_en,0.6784910559654236,2,may shrink concrete buildings,8I5F3A1,3A1,Beton,3,g,2
465,Buildings are smaller,Field3_en,0.6712289452552795,2,shrink many buildings made from concrete include,8I6FH3E,H3E,Beton,3,g,2
466,Concrete dries out,Field2_en,0.8288417458534241,2,as concrete dries it shrinks building,11I4FA3,A3,Beton,2,g,2
467,Buildings are smaller,Field3_en,0.39219459891319275,2,there must be a KOMO-certificate,13I5FHC3,HC3,Beton,0,c,2
468,Concrete dries out,Field2_en,0.5338617563247681,2,The concrete is less,14I4FG3,G3,Beton,3,g,2
469,Concrete dries out,Field2_en,0.3505431115627289,2,can shrink,20I5FH3B,H3B,Beton,3,g,2
470,Buildings are smaller,Field3_en,0.6573579907417297,2,shrink buildings,26I6FA3A,A3A,Beton,3,g,2
471,Concrete dries out,Field2_en,0.6977497935295105,2,the concrete shrinks,4I3O3VA,3VA,Beton,3,g,2
472,Concrete dries out,Field2_en,0.9835547208786011,2,the concrete dries out,10I4F3G2,3G2,Beton,2,g,2
473,Concrete dries out,Field2_en,0.6208212375640869,2,to shrink the concrete,11I1F3G2,3G2,Beton,3,g,2
474,Buildings are smaller,Field3_en,0.9999998807907104,2,buildings are smaller,11I2F3TT1,3TT1,Beton,3,g,2
475,Concrete dries out,Field2_en,0.5278742909431458,2,"by turning on the heater be \ ""you efnvloed concrete",11I2FH3B,H3B,Beton,1,g,2
476,Central heating,Field1_en,0.634783148765564,2,By heating the concrete heats,11I3F3GA1,3GA1,Beton,1,g,2
477,Buildings are smaller,Field3_en,0.9999998807907104,2,buildings are smaller,11I3FHC3,HC3,Beton,3,g,2
478,Concrete dries out,Field2_en,0.9835547208786011,2,The concrete dries out,11I5FG3,G3,Beton,2,g,2
479,Concrete dries out,Field2_en,0.4542943835258484,2,Netherlands has a law that you can only use special concrete,11I6FV3D,V3D,Beton,0,c,2
480,Concrete dries out,Field2_en,0.556932806968689,2,by heat shrinking the concrete,12I4FHC3,HC3,Beton,3,g,2
481,Concrete dries out,Field2_en,0.5560560822486877,2,concrete can not stand heat,14I3F3A1,3A1,Beton,0,c,2
482,Concrete dries out,Field2_en,0.8650386333465576,2,drying out the concrete,14I5F3TT1,3TT1,Beton,2,g,2
483,Concrete dries out,Field2_en,0.7028815746307373,2,concrete shrinks,16I1F3G2,3G2,Beton,3,g,2
484,Concrete dries out,Field2_en,0.6183512210845947,2,Shrink concrete,17I2F3TT1,3TT1,Beton,3,g,2
485,Concrete dries out,Field2_en,0.6183512210845947,2,Shrink concrete,17I6FV3D,V3D,Beton,3,g,2
486,Buildings are smaller,Field3_en,0.9999998807907104,2,buildings are smaller,19I4F3GA1,3GA1,Beton,3,g,2
487,Concrete dries out,Field2_en,0.6273303031921387,2,Creates concrete shrinks,19I5F3AB,3AB,Beton,3,g,2
488,Concrete dries out,Field2_en,0.7235298752784729,2,Therefore dry concrete,20I6FG3,G3,Beton,2,g,2
489,Concrete dries out,Field2_en,1.0000001192092896,2,concrete dries out,2I3O2VB,2VB,Beton,2,g,2
490,Concrete dries out,Field2_en,0.5984698534011841,2,the concrete is hot,2I5O3TT1,3TT1,Beton,0,c,2
491,Buildings are smaller,Field3_en,0.6356980800628662,2,shrink concrete buildings,2I6FH3B,H3B,Beton,3,g,2
492,Concrete dries out,Field2_en,0.6183512210845947,2,Shrink concrete,4I2O3G2,3G2,Beton,3,g,2
493,Buildings are smaller,Field3_en,0.6356980800628662,2,shrink concrete buildings,5I1FH3A,H3A,Beton,3,g,2
494,Concrete dries out,Field2_en,0.581013560295105,2,Concrete expands,5I2F3TT1,3TT1,Beton,0,c,2
495,Concrete dries out,Field2_en,0.6183512210845947,2,Shrink concrete,5I3OV3D,V3D,Beton,3,g,2
496,Concrete dries out,Field2_en,0.6977497935295105,2,the concrete shrinks,5I5F3A3,3A3,Beton,3,g,2
497,Concrete dries out,Field2_en,1.0000001192092896,2,Concrete dries out,7I5F3VA,3VA,Beton,2,g,2
498,Concrete dries out,Field2_en,0.5308954119682312,2,KOMO-license applications for concrete,8I3F2VB,2VB,Beton,0,c,2
499,Concrete dries out,Field2_en,0.9835547208786011,2,the concrete dries out,8I5FH3C,H3C,Beton,2,g,2
500,Concrete dries out,Field2_en,0.6337449550628662,2,the concrete will shrink because the moisture in the concrete verdompt,9I3F3A3,3A3,Beton,3,g,2
501,Elevators Bliven hang,Field4_en,0.7225074172019958,2,So also in elevator is stuck elevators,10I2FHC3,HC3,Beton,4,g,2
502,Concrete dries out,Field2_en,0.7636541128158569,2,dry concrete,11I3F3VA,3VA,Beton,0,c,2
503,Central heating,Field1_en,0.567324161529541,2,there are heating needed in the concrete house,11I4FH3C,H3C,Beton,0,c,2
504,Buildings are smaller,Field3_en,0.5215989351272583,2,the heating system must not be used too much otherwise the building shrinks,11I5F3A1,3A1,Beton,3,g,2
505,Concrete dries out,Field2_en,0.5650987029075623,2,Heat affects concrete,11I5FH3A,H3A,Beton,0,c,2
506,Central heating,Field1_en,0.709443986415863,2,heating in concrete,11I6F2VB,2VB,Beton,1,g,2
507,Concrete dries out,Field2_en,1.0000001192092896,2,concrete dries out,14I3FA3A,A3A,Beton,2,g,2
508,Central heating,Field1_en,0.8301813006401062,2,The central heating is used,14I5F3AB,3AB,Beton,1,g,2
509,Concrete dries out,Field2_en,0.5085665583610535,2,Using more concrete panels,14I5FH3B,H3B,Beton,0,c,2
510,Concrete dries out,Field2_en,0.5566701292991638,2,can reduce the concrete with a specific heating,15I3F3A3,3A3,Beton,3,g,2
511,Central heating,Field1_en,0.659437358379364,2,heating is of course,17I1F3GA1,3GA1,Beton,1,g,2
512,Buildings are smaller,Field3_en,0.3525417745113373,2,This can not be properly against UV radiation,17I1F3VA,3VA,Beton,0,c,2
513,Concrete dries out,Field2_en,0.5895659923553467,2,By heating plants shrinks concrete,17I2FH3D,H3D,Beton,1,g,2
514,Buildings are smaller,Field3_en,0.5796167254447937,2,Construction of buildings made of concrete,17I3F3AB,3AB,Beton,0,c,2
515,Concrete dries out,Field2_en,0.6227596402168274,2,concrete shrinks by heating,17I5FH3E,H3E,Beton,1,g,2
516,Central heating,Field1_en,0.6726040840148926,2,if there is to shrink the building central heating in a concrete building,17I6F2VB,2VB,Beton,1,g,2
517,Central heating,Field1_en,0.6863873600959778,2,Wall heating,17I6FH3C,H3C,Beton,0,c,2
518,Central heating,Field1_en,0.7770437598228455,2,use is central heating in the building,18I4F3GA1,3GA1,Beton,1,g,2
519,Concrete dries out,Field2_en,0.7028815746307373,2,concrete shrinks,19I1F3A3,3A3,Beton,3,g,2
520,Central heating,Field1_en,0.6809313893318176,2,Heating goes on,1I4O3GA1,3GA1,Beton,1,g,2
521,Buildings are smaller,Field3_en,0.7626890540122986,2,There are many houses and buildings made of concrete (still),20I3F2VB,2VB,Beton,0,c,2
522,Elevators Bliven hang,Field4_en,0.68467777967453,2,Elevators not fit,20I3FH3C,H3C,Beton,4,g,2
523,Central heating,Field1_en,0.3920021951198578,2,especially makes the heat so to expand,20I4O3A1,3A1,Beton,0,c,2
524,Central heating,Field1_en,0.7227163910865784,2,The central heating it is warm and humid,20I5F3AB,3AB,Beton,0,c,2
525,Central heating,Field1_en,0.9999999403953552,2,central heating,20I5FH3E,H3E,Beton,1,g,2
526,Central heating,Field1_en,0.6721935868263245,2,if the central heating is in the wrong place,26I1FV3D,V3D,Beton,0,c,2
527,Buildings are smaller,Field3_en,0.7141327261924744,2,Shrink some buildings,26I2FH3D,H3D,Beton,3,g,2
528,Concrete dries out,Field2_en,0.3855418860912323,2,Resume required otherwise the cold,26I3FG3,G3,Beton,1,g,2
529,Concrete dries out,Field2_en,0.7028815746307373,2,shrinks concrete,29I1F3AB,3AB,Beton,3,g,2
530,Concrete dries out,Field2_en,0.5138674378395081,2,is now well used but not concrete,2I6F3A1,3A1,Beton,0,c,2
531,Concrete dries out,Field2_en,0.5172399282455444,2,Increase the concrete,32I3FH3E,H3E,Beton,0,c,2
532,Concrete dries out,Field2_en,0.8754444718360901,2,by heating instalation concrete dries out,3I2O3A3,3A3,Beton,2,g,2
533,Concrete dries out,Field2_en,0.5905836820602417,2,they make it concrete,5I3OG3,G3,Beton,0,c,2
534,Concrete dries out,Field2_en,0.4789406359195709,2,they need a law to determine whether the concrete is good enough,5I6F2VB,2VB,Beton,0,c,2
535,Concrete dries out,Field2_en,0.4391130805015564,2,by a warm dry air,8I2FV3D,V3D,Beton,0,c,2
536,Concrete dries out,Field2_en,0.6198199391365051,2,If concrete is hot (eg heater) it shrinks,8I2O3AB,3AB,Beton,3,g,2
537,Central heating,Field1_en,0.697123110294342,2,Concrete shrinks as there is central heating,8I3FG3,G3,Beton,3,g,2
538,Concrete dries out,Field2_en,0.5160162448883057,2,concrete is not of good quality,8I5F3TT1,3TT1,Beton,0,c,2
539,People look younger,Field3_en,0.43600013852119446,2,you certainly under 6 months,17I6FV3D,V3D,Botox,4a,g,2
540,Can help against wrinkles between the eyes and forehead,Field2_en,0.5655313730239868,2,no tics have (lots of blinking) on ​​the eyelids,20I2FV3D,V3D,Botox,2,g,2
541,Can help prevent muscle tightness,Field1_en,0.5889661312103271,2,used for muscle spasm old UNREADABLE,20I4O3A1,3A1,Botox,0,c,2
542,Can help against wrinkles between the eyes and forehead,Field2_en,0.6443446278572083,2,His wrinkles away,20I5F3AB,3AB,Botox,3,g,2
543,Can help against wrinkles between the eyes and forehead,Field2_en,0.6298865079879761,2,it is used to move over the skin tight,8I6FH3E,H3E,Botox,0,c,2
544,Can help prevent muscle tightness,Field1_en,0.541903018951416,2,people use it because it helps their tightening,8I1FA3,A3,Botox,2,g,2
545,Can help prevent muscle tightness,Field1_en,0.5704096555709839,2,it creates a paralysis between muscles,12I5FA3,A3,Botox,0,c,2
546,Facial expression can change,Field4_en,0.4814889430999756,2,paralyzes that piece of skin,19I5F3AB,3AB,Botox,0,c,2
547,Can help prevent muscle tightness,Field1_en,0.4471130669116974,2,it is important that doctors use it safely,2I6F3A1,3A1,Botox,0,c,2
548,Can help against wrinkles between the eyes and forehead,Field2_en,0.5357688069343567,2,Relax your eyelids,5I6OH3E,H3E,Botox,0,c,2
549,Can help prevent muscle tightness,Field1_en,0.3449203372001648,2,nerves paralyzes,8I1FH3B,H3B,Botox,0,c,2
550,Can help prevent muscle tightness,Field1_en,0.47995179891586304,2,paralyzes the muscles,8I2FV3D,V3D,Botox,0,c,2
551,Can help against wrinkles between the eyes and forehead,Field2_en,0.6832900643348694,2,it is used to eliminate wrinkles,10I4F3G2,3G2,Botox,3,g,2
552,Can help against wrinkles between the eyes and forehead,Field2_en,0.45670488476753235,2,It is used in plastic surgery,11I2F3TT1,3TT1,Botox,2,g,2
553,Can help against wrinkles between the eyes and forehead,Field2_en,0.6331632733345032,2,the wrinkles are ironed out,11I3F3GA1,3GA1,Botox,3,g,2
554,Can help against wrinkles between the eyes and forehead,Field2_en,0.45670488476753235,2,It is used in plastic surgery,11I5FG3,G3,Botox,0,c,2
555,Can help against wrinkles between the eyes and forehead,Field2_en,0.6756194233894348,2,can hide wrinkles,13I5FHC3,HC3,Botox,3,g,2
556,Can help against wrinkles between the eyes and forehead,Field2_en,0.6217167973518372,2,Are in plastic surgery injected into your forehead,14I4FG3,G3,Botox,0,c,2
557,Can help against wrinkles between the eyes and forehead,Field2_en,0.604121208190918,2,reduces smooth skin wrinkles +,16I1F3G2,3G2,Botox,3,g,2
558,Can help against wrinkles between the eyes and forehead,Field2_en,0.6171547174453735,2,let many people this injection by the surgeon so they have fewer wrinkles,17I6F2VB,2VB,Botox,3,g,2
559,Can help against wrinkles between the eyes and forehead,Field2_en,0.5971721410751343,2,wrinkles disappear,18I4F3GA1,3GA1,Botox,3,g,2
560,Can help prevent muscle tightness,Field1_en,0.0,2,paralysed,20I5FH3B,H3B,Botox,0,c,2
561,Can help against wrinkles between the eyes and forehead,Field2_en,0.6280054450035095,2,it was used by people blink much with their eyes,23I2FH3B,H3B,Botox,2,g,2
562,Can help against wrinkles between the eyes and forehead,Field2_en,0.6673537492752075,2,Can you use it to remove wrinkles,26I3FG3,G3,Botox,3,g,2
563,Can help prevent muscle tightness,Field1_en,0.5146327614784241,2,paralyzed muscles,26I6FA3A,A3A,Botox,2,g,2
564,Can help against wrinkles between the eyes and forehead,Field2_en,0.6179689168930054,2,used in plastic surgery for wrinkles,27I6F3G2,3G2,Botox,3,g,2
565,Can help against wrinkles between the eyes and forehead,Field2_en,0.5568218231201172,2,reduces wrinkles,2I3O2VB,2VB,Botox,3,g,2
566,Can help against wrinkles between the eyes and forehead,Field2_en,0.5941210985183716,2,people can leave the spray in their face,2I5O3TT1,3TT1,Botox,0,c,2
567,Can help against wrinkles between the eyes and forehead,Field2_en,0.6745540499687195,2,it can also be injected to reduce wrinkles,5I1OH3B,H3B,Botox,3,g,2
568,Can help against wrinkles between the eyes and forehead,Field2_en,0.5974248647689819,2,be filled wrinkles,5I3OV3D,V3D,Botox,3,g,2
569,Can help against wrinkles between the eyes and forehead,Field2_en,0.6213112473487854,2,people use it to remove wrinkles,5I6F2VB,2VB,Botox,3,g,2
570,Can help against wrinkles between the eyes and forehead,Field2_en,0.6437529921531677,2,it is used to fill wrinkles,7I5F3VA,3VA,Botox,3,g,2
571,Can help against wrinkles between the eyes and forehead,Field2_en,0.618783175945282,2,Used to smooth wrinkles,8I3FG3,G3,Botox,3,g,2
572,Can help prevent muscle tightness,Field1_en,0.3122155964374542,2,difficult cut,10I2FHC3,HC3,Botox,0,c,2
573,Can help prevent muscle tightness,Field1_en,0.48728182911872864,2,stuns nerves / muscles,11I1F3G2,3G2,Botox,2,g,2
